"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Postleitzahl";"Ort";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Letzte Aktualisierung"
"SEE938341733861";"Reinstedt WEA 02";"In Planung";"";"15.5.2023";"Wind";"6200";"6200";"06463";"Reinstedt";"Windpark Reinstedt Repowering GmbH & Co. KG";"ABR922206031001";"1.10.2024"
"SEE980785741308";"O56";"In Planung";"";"15.5.2023";"Wind";"11550";"11550";"";"";"Borkum Riffgrund 3 GmbH & Co. oHG";"ABR935085897668";"15.1.2024"
"SEE929542066056";"O58";"In Planung";"";"15.5.2023";"Wind";"11550";"11550";"";"";"Borkum Riffgrund 3 GmbH & Co. oHG";"ABR935085897668";"15.1.2024"
"SEE908913976026";"P52";"In Planung";"";"15.5.2023";"Wind";"11550";"11550";"";"";"Borkum Riffgrund 3 GmbH & Co. oHG";"ABR935085897668";"15.1.2024"
"SEE916110691727";"P53";"In Planung";"";"15.5.2023";"Wind";"11550";"11550";"";"";"Borkum Riffgrund 3 GmbH & Co. oHG";"ABR935085897668";"15.1.2024"
"SEE907301797489";"P55";"In Planung";"";"15.5.2023";"Wind";"11550";"11550";"";"";"Borkum Riffgrund 3 GmbH & Co. oHG";"ABR935085897668";"15.1.2024"
"SEE996006959513";"Reinstedt WEA 03";"In Planung";"";"15.5.2023";"Wind";"6200";"6200";"06463";"Reinstedt";"Windpark Reinstedt Repowering GmbH & Co. KG";"ABR922206031001";"1.10.2024"
"SEE910953236855";"P56";"In Planung";"";"15.5.2023";"Wind";"11550";"11550";"";"";"Borkum Riffgrund 3 GmbH & Co. oHG";"ABR935085897668";"15.1.2024"
"SEE973624065284";"P57";"In Planung";"";"15.5.2023";"Wind";"11550";"11550";"";"";"Borkum Riffgrund 3 GmbH & Co. oHG";"ABR935085897668";"15.1.2024"
"SEE910631399049";"P59";"In Planung";"";"15.5.2023";"Wind";"11550";"11550";"";"";"Borkum Riffgrund 3 GmbH & Co. oHG";"ABR935085897668";"15.1.2024"
"SEE961520197727";"Reinstedt WEA 04";"In Planung";"";"15.5.2023";"Wind";"6200";"6200";"06463";"Reinstedt";"Windpark Reinstedt Repowering GmbH & Co. KG";"ABR922206031001";"1.10.2024"
"SEE975248600179";"Q51";"In Planung";"";"15.5.2023";"Wind";"11550";"11550";"";"";"Borkum Riffgrund 3 GmbH & Co. oHG";"ABR935085897668";"15.1.2024"
"SEE980106178202";"Reinstedt WEA 06";"In Planung";"";"15.5.2023";"Wind";"6000";"6000";"06463";"Reinstedt";"Windpark Reinstedt Repowering GmbH & Co. KG";"ABR922206031001";"1.10.2024"
"SEE917499746732";"Q53";"In Planung";"";"15.5.2023";"Wind";"11550";"11550";"";"";"Borkum Riffgrund 3 GmbH & Co. oHG";"ABR935085897668";"15.1.2024"
"SEE942889430557";"Reinstedt WEA 07";"In Planung";"";"15.5.2023";"Wind";"6000";"6000";"06463";"Reinstedt";"Windpark Reinstedt Repowering GmbH & Co. KG";"ABR922206031001";"1.10.2024"
"SEE928473775273";"Q59";"In Planung";"";"15.5.2023";"Wind";"11550";"11550";"";"";"Borkum Riffgrund 3 GmbH & Co. oHG";"ABR935085897668";"15.1.2024"
"SEE901437075220";"Reinstedt WEA 10";"In Planung";"";"15.5.2023";"Wind";"6200";"6200";"06463";"Reinstedt";"Windpark Reinstedt Repowering GmbH & Co. KG";"ABR922206031001";"1.10.2024"
"SEE969867763728";"R51";"In Planung";"";"15.5.2023";"Wind";"11550";"11550";"";"";"Borkum Riffgrund 3 GmbH & Co. oHG";"ABR935085897668";"15.1.2024"
"SEE911375298940";"R52";"In Planung";"";"15.5.2023";"Wind";"11550";"11550";"";"";"Borkum Riffgrund 3 GmbH & Co. oHG";"ABR935085897668";"15.1.2024"
"SEE972963338929";"Reinstedt WEA 11";"In Planung";"";"15.5.2023";"Wind";"6200";"6200";"06463";"Reinstedt";"Windpark Reinstedt Repowering GmbH & Co. KG";"ABR922206031001";"1.10.2024"
"SEE945781458346";"R53";"In Planung";"";"15.5.2023";"Wind";"11550";"11550";"";"";"Borkum Riffgrund 3 GmbH & Co. oHG";"ABR935085897668";"15.1.2024"
"SEE907457183266";"WEA 1 / Wanderup Erw.";"In Betrieb";"2.5.2023";"12.5.2023";"Wind";"5700";"5700";"24997";"Wanderup";"BWP Wanderup-Kragstedt GmbH & Co. KG";"ABR960473281163";"3.8.2023"
"SEE994569449151";"WEA 2 / Wanderup Erw.";"In Betrieb";"4.5.2023";"12.5.2023";"Wind";"5700";"5700";"24997";"Wanderup";"BWP Wanderup-Kragstedt GmbH & Co. KG";"ABR960473281163";"8.1.2024"
"SEE910760724606";"WEA 3 / Wanderup Erw.";"In Betrieb";"2.5.2023";"12.5.2023";"Wind";"4800";"4800";"24997";"Wanderup";"BWP Wanderup-Kragstedt GmbH & Co. KG";"ABR960473281163";"5.1.2024"
"SEE952486684628";"F2";"In Betrieb";"23.4.2023";"12.5.2023";"Wind";"9525";"9525";"";"";"Parkwind Ost";"ABR985250964756";"25.5.2023"
"SEE905849307283";"B52";"In Planung";"";"12.5.2023";"Wind";"11550";"11550";"";"";"Borkum Riffgrund 3 GmbH & Co. oHG";"ABR935085897668";"15.1.2024"
"SEE952531352465";"B53";"In Planung";"";"12.5.2023";"Wind";"11550";"11550";"";"";"Borkum Riffgrund 3 GmbH & Co. oHG";"ABR935085897668";"15.1.2024"
"SEE956610212619";"B56";"In Planung";"";"12.5.2023";"Wind";"11550";"11550";"";"";"Borkum Riffgrund 3 GmbH & Co. oHG";"ABR935085897668";"15.1.2024"
"SEE907108065750";"B57";"In Planung";"";"12.5.2023";"Wind";"11550";"11550";"";"";"Borkum Riffgrund 3 GmbH & Co. oHG";"ABR935085897668";"15.1.2024"
"SEE971447290685";"B58";"In Planung";"";"12.5.2023";"Wind";"11550";"11550";"";"";"Borkum Riffgrund 3 GmbH & Co. oHG";"ABR935085897668";"15.1.2024"
"SEE953751392026";"C52";"In Planung";"";"12.5.2023";"Wind";"11550";"11550";"";"";"Borkum Riffgrund 3 GmbH & Co. oHG";"ABR935085897668";"15.1.2024"
"SEE904124887076";"C55";"In Planung";"";"12.5.2023";"Wind";"11550";"11550";"";"";"Borkum Riffgrund 3 GmbH & Co. oHG";"ABR935085897668";"15.1.2024"
"SEE909371562592";"WEA6 S/N: 246041";"In Betrieb";"29.4.2023";"11.5.2023";"Wind";"6200";"6200";"25797";"Wöhrden";"Repowering Wöhrden Poolgesellschaft";"ABR912033708214";"12.6.2023"
"SEE985790362937";"WEA7 S/N: 246042";"In Betrieb";"7.5.2023";"11.5.2023";"Wind";"6200";"6200";"25797";"Wöhrden";"Repowering Wöhrden Poolgesellschaft";"ABR912033708214";"6.5.2024"
"SEE920763677687";"WPOS WEA 1";"In Betrieb";"5.5.2023";"11.5.2023";"Wind";"5700";"5700";"48346";"Ostbevern";"WPOS GmbH & Co. KG";"ABR939324372145";"26.10.2023"
"SEE979625005489";"WPOS WEA 2";"In Betrieb";"5.5.2023";"11.5.2023";"Wind";"3600";"3600";"48346";"Ostbevern";"WPOS GmbH & Co. KG";"ABR939324372145";"23.5.2023"
"SEE962624109609";"WP Ehra-Lessien WEA 2";"In Betrieb";"11.5.2023";"11.5.2023";"Wind";"4200";"4200";"38468";"Ehra-Lessien";"Windpark Ehra-Lessien GmbH & Co. KG";"ABR909277791423";"21.7.2023"
"SEE964257520707";"WEA-5";"In Betrieb";"8.5.2023";"11.5.2023";"Wind";"6600";"6600";"25704";"Nordermeldorf";"Nordermeldorf-Wind GmbH & Co. KG";"ABR949911512496";"14.6.2023"
"SEE975550549173";"WP Glane WEA 5";"In Betrieb";"8.5.2023";"11.5.2023";"Wind";"5560";"5560";"27793";"Wildeshausen";"VR Energiepark Glane GmbH & Co. KG";"ABR956871544771";"5.6.2023"
"SEE980354921476";"WEA St. Hülfer Bruch 01";"In Planung";"";"11.5.2023";"Wind";"4800";"4800";"49453";"Wetschen";"UGE Sankt Hülfer Bruch GmbH & Co. KG Umweltgerechte Energie";"ABR913946436843";"12.4.2024"
"SEE902065035716";"WEA Kalletal Brosen";"In Planung";"";"11.5.2023";"Wind";"4500";"4500";"32689";"Kalletal";"Windpark Kalletal GmbH & Co. KG";"ABR981029318157";"21.8.2023"
"SEE911285214849";"A52";"In Planung";"";"11.5.2023";"Wind";"11550";"11550";"";"";"Borkum Riffgrund 3 GmbH & Co. oHG";"ABR935085897668";"15.1.2024"
"SEE911464021602";"A53";"In Planung";"";"11.5.2023";"Wind";"11550";"11550";"";"";"Borkum Riffgrund 3 GmbH & Co. oHG";"ABR935085897668";"15.1.2024"
"SEE978275027278";"A55";"In Planung";"";"11.5.2023";"Wind";"11550";"11550";"";"";"Borkum Riffgrund 3 GmbH & Co. oHG";"ABR935085897668";"15.1.2024"
"SEE954672434697";"WP Ehra-Lessien WEA 1";"In Betrieb";"13.4.2023";"10.5.2023";"Wind";"4200";"4200";"38468";"Ehra-Lessien";"Windpark Ehra-Lessien GmbH & Co. KG";"ABR909277791423";"21.7.2023"
"SEE933868925492";"WP Thomasburg - WEA 2";"In Betrieb";"9.5.2023";"10.5.2023";"Wind";"5500";"5500";"21401";"Thomasburg";"EWS Windpark Thomasburg GmbH & Co. KG";"ABR947625675858";"22.5.2023"
"SEE943478190425";"Windpark Collrunge";"Endgültig stillgelegt";"6.2.2023";"10.5.2023";"Wind";"1";"1";"26409";"Wittmund";"(natürliche Person)";"ABR933648392391";"1.7.2024"
"SEE931029238528";"WKA Scheld";"In Betrieb";"5.5.2023";"9.5.2023";"Wind";"4200";"4200";"25764";"Oesterwurth";"WKA Scheld GmbH & Co. KG";"ABR977356795402";"30.1.2024"
"SEE961469658525";"WEA 5 L Lauterbach";"In Betrieb";"9.5.2023";"9.5.2023";"Wind";"3450";"3450";"36341";"Lauterbach";"Oberhessische Versorgungsbetriebe AG";"ABR901037990749";"28.7.2023"
"SEE933060078149";"B5a Windrad";"In Betrieb";"24.4.2023";"9.5.2023";"Wind";"1";"1";"34626";"Neukirchen";"(natürliche Person)";"ABR940323321423";"27.7.2023"
"SEE925562097841";"WEA MühlenEichsen 01";"In Planung";"";"9.5.2023";"Wind";"5600";"5600";"19205";"Mühlen Eichsen";"UGE Goddin GmbH & Co. KG Umweltgerechte Energie";"ABR909050485372";"10.1.2024"
"SEE978149979177";"WEA Domsühl 01";"In Planung";"";"9.5.2023";"Wind";"4500";"4500";"19374";"Domsühl";"UGE Severin Eins GmbH & Co. KG Umweltgerechte Energie";"ABR932035797214";"28.2.2024"
"SEE927628371094";"WEA Domsühl 02";"In Planung";"";"9.5.2023";"Wind";"4500";"4500";"19374";"Domsühl";"UGE Severin Eins GmbH & Co. KG Umweltgerechte Energie";"ABR932035797214";"28.2.2024"
"SEE988928420172";"WEA Domsühl 03";"In Planung";"";"9.5.2023";"Wind";"4500";"4500";"19374";"Domsühl";"UGE Severin Eins GmbH & Co. KG Umweltgerechte Energie";"ABR932035797214";"28.2.2024"
"SEE980991586113";"WEA Domsühl 04";"In Planung";"";"9.5.2023";"Wind";"4500";"4500";"19374";"Domsühl";"UGE Severin Eins GmbH & Co. KG Umweltgerechte Energie";"ABR932035797214";"28.2.2024"
"SEE920753895763";"WEA Domsühl 05";"In Planung";"";"9.5.2023";"Wind";"4500";"4500";"19374";"Domsühl";"UGE Severin Eins GmbH & Co. KG Umweltgerechte Energie";"ABR932035797214";"28.2.2024"
"SEE995867415886";"FLE 07";"In Planung";"";"9.5.2023";"Wind";"5560";"5560";"33178";"Borchen";"WestfalenWIND Etteln A33 GmbH & Co. KG";"ABR909100759125";"30.10.2023"
"SEE947097569440";"FLE 08";"In Planung";"";"9.5.2023";"Wind";"5560";"5560";"33178";"Borchen";"WestfalenWIND Etteln A33 GmbH & Co. KG";"ABR909100759125";"30.10.2023"
"SEE929972866820";"FLE 09";"In Planung";"";"9.5.2023";"Wind";"5560";"5560";"33178";"Borchen";"BürgerWIND Westfalen eG";"ABR985568303162";"2.10.2024"
"SEE964417865563";"GE-55214827";"In Betrieb";"28.4.2023";"8.5.2023";"Wind";"5500";"5500";"66871";"Konken";"PROKON Windpark Langenbach GmbH & Co. KG";"ABR969198500375";"31.1.2024"
"SEE928079297810";"WEA 2 L Lauterbach";"In Betrieb";"2.5.2023";"8.5.2023";"Wind";"3450";"3450";"36341";"Lauterbach";"Oberhessische Versorgungsbetriebe AG";"ABR901037990749";"28.7.2023"
"SEE905457214225";"WEA 3 L Lauterbach";"In Betrieb";"2.5.2023";"8.5.2023";"Wind";"3450";"3450";"36341";"Lauterbach";"Oberhessische Versorgungsbetriebe AG";"ABR901037990749";"28.7.2023"
"SEE980640579176";"WEA 1";"In Planung";"";"8.5.2023";"Wind";"5600";"5600";"26939";"Ovelgönne";"WPO Windpark Oldenbroker Feld GmbH & Co. Betriebs KG";"ABR924449599508";"2.2.2024"
"SEE947092956436";"WEA 2";"In Planung";"";"8.5.2023";"Wind";"5600";"5600";"26939";"Ovelgönne";"WPO Windpark Oldenbroker Feld GmbH & Co. Betriebs KG";"ABR924449599508";"2.2.2024"
"SEE990859777546";"WEA 3";"In Planung";"";"8.5.2023";"Wind";"5600";"5600";"26939";"Ovelgönne";"WPO Windpark Oldenbroker Feld GmbH & Co. Betriebs KG";"ABR924449599508";"2.2.2024"
"SEE973190154269";"Conciso GmbH - www.conciso.de";"In Planung";"";"8.5.2023";"Wind";"2";"2";"44269";"Dortmund";"Conciso GmbH";"ABR938805227318";"26.6.2024"
"SEE950880848370";"Wohngebäude";"In Betrieb";"27.3.2023";"6.5.2023";"Wind";"1";"1";"91781";"Weißenburg";"(natürliche Person)";"ABR930619370198";"10.5.2023"
"SEE914744543252";"Sky Wind Dachanlage";"In Planung";"";"6.5.2023";"Wind";"0,6";"0,6";"29571";"Rosche";"(natürliche Person)";"ABR965746897836";"6.5.2023"
"SEE979941584590";"WEA 1";"In Betrieb";"19.4.2023";"5.5.2023";"Wind";"4200";"4200";"24644";"Loop";"11. Projektgesellschaft Loop GmbH & Co. KG";"ABR927095844077";"4.1.2024"
"SEE996764253601";"246038";"In Betrieb";"4.5.2023";"5.5.2023";"Wind";"6200";"6200";"25797";"Wöhrden";"Windpark Looft-Pehrsenweg GmbH & Co. KG";"ABR946576112313";"30.1.2024"
"SEE997164107327";"KW3-W8";"In Betrieb";"5.5.2023";"5.5.2023";"Wind";"5700";"5700";"16278";"Angermünde";"Windpark Kerkow-Welsow GmbH & Co. KG";"ABR921520556436";"25.7.2024"
"SEE975560711874";"KW3-W9";"In Betrieb";"5.5.2023";"5.5.2023";"Wind";"5700";"5700";"16278";"Angermünde";"Kerkow Welsow WEA 9 GmbH";"ABR996459767802";"25.7.2024"
"SEE903092780617";"WEA 1";"In Betrieb";"3.5.2023";"4.5.2023";"Wind";"4200";"4200";"59077";"Hamm";"Bürgerwind Weetfeld-Freiske GmbH & Co. KG";"ABR953063828275";"22.8.2023"
"SEE908964813011";"Brömmel GbR";"In Betrieb";"27.4.2023";"4.5.2023";"Wind";"4200";"4200";"46514";"Schermbeck";"Brömmel GbR";"ABR951315264291";"2.11.2023"
"SEE978526003891";"Marlec_Windrad";"In Betrieb";"1.5.2023";"4.5.2023";"Wind";"0,49";"0,49";"99438";"Buchfart";"(natürliche Person)";"ABR905431823580";"4.5.2023"
"SEE912270710285";"Skywind";"In Planung";"";"3.5.2023";"Wind";"1";"1";"25882";"Tetenbüll";"(natürliche Person)";"ABR981688557485";"3.5.2023"
"SEE946061513885";"WB05 - 1380878";"In Betrieb";"27.4.2023";"2.5.2023";"Wind";"4200";"4200";"33181";"Bad Wünnenberg";"Windpark Wohlbedacht GmbH & Co. KG I. Betriebsgesellschaft";"ABR903311294772";"7.3.2024"
"SEE989677318499";"Hallendach";"In Planung";"";"1.5.2023";"Wind";"6";"6";"25764";"Wesselburenerkoog";"(natürliche Person)";"ABR960911827472";"15.6.2024"
"SEE918565343473";"Schulze Hauling Wind Anlage 1";"In Betrieb";"28.4.2023";"30.4.2023";"Wind";"4200";"4200";"48739";"Legden";"Schulze Hauling Wind GmbH & Co. KG";"ABR998814433469";"14.3.2024"
"SEE921110994969";"Schulze Hauling Wind Anlage 2";"In Betrieb";"28.4.2023";"30.4.2023";"Wind";"4200";"4200";"48739";"Legden";"Schulze Hauling Wind GmbH & Co. KG";"ABR998814433469";"14.3.2024"
"SEE900393657532";"WB01 - 1380875";"In Betrieb";"26.4.2023";"28.4.2023";"Wind";"4200";"4200";"33181";"Bad Wünnenberg";"Windpark Wohlbedacht GmbH & Co. KG I. Betriebsgesellschaft";"ABR903311294772";"7.3.2024"
"SEE989358716606";"WP C-Forst II WEA 17";"In Betrieb";"27.4.2023";"28.4.2023";"Wind";"5600";"5600";"63584";"Gründau";"Renertec Windkraft Hammelsberg UG (haftungsbeschränkt) & Co. KG";"ABR932286749529";"15.7.2024"
"SEE955275228447";"301";"In Betrieb";"12.4.2023";"28.4.2023";"Wind";"4100";"4100";"25889";"Uelvesbüll";"Windpark Uelvesbüll 3. Betriebs GmbH & Co. KG";"ABR916531434569";"26.1.2024"
"SEE943110193494";"304";"In Betrieb";"15.4.2023";"28.4.2023";"Wind";"4100";"4100";"25889";"Uelvesbüll";"Windpark Uelvesbüll 2. Betriebs GmbH& Co. KG";"ABR911693714580";"24.7.2024"
"SEE986990670792";"WEA 12 / 55219178";"In Betrieb";"17.4.2023";"28.4.2023";"Wind";"5500";"5500";"23684";"Scharbeutz";"Ostküste Energie GmbH & Co. KG";"ABR993644120107";"27.2.2024"
"SEE934697756301";"E1";"In Betrieb";"13.4.2023";"28.4.2023";"Wind";"9525";"9525";"";"";"Parkwind Ost";"ABR985250964756";"16.5.2023"
"SEE925792866934";"D1";"In Betrieb";"10.4.2023";"28.4.2023";"Wind";"9525";"9525";"";"";"Parkwind Ost";"ABR985250964756";"16.5.2023"
"SEE996046568683";"E2";"In Betrieb";"10.4.2023";"28.4.2023";"Wind";"9525";"9525";"";"";"Parkwind Ost";"ABR985250964756";"16.5.2023"
"SEE907103636511";"E4";"In Betrieb";"12.4.2023";"28.4.2023";"Wind";"9525";"9525";"";"";"Parkwind Ost";"ABR985250964756";"25.5.2023"
"SEE945636251016";"F1";"In Betrieb";"16.4.2023";"28.4.2023";"Wind";"9525";"9525";"";"";"Parkwind Ost";"ABR985250964756";"25.5.2023"
"SEE997018057495";"F3";"In Betrieb";"16.4.2023";"28.4.2023";"Wind";"9525";"9525";"";"";"Parkwind Ost";"ABR985250964756";"25.5.2023"
"SEE995570457326";"WKA Home 5 kW";"In Betrieb";"27.4.2023";"28.4.2023";"Wind";"5";"5";"86485";"Biberbach";"Ing.-Büro Robert Kühnel";"ABR912783863935";"20.4.2024"
"SEE913644898165";"GE-55214828";"In Betrieb";"25.4.2023";"27.4.2023";"Wind";"5500";"5500";"66871";"Albessen";"PROKON Windpark Langenbach GmbH & Co. KG";"ABR969198500375";"31.1.2024"
"SEE972993253087";"WP Albringhausen II Repowering WEA 3";"In Betrieb";"25.4.2023";"27.4.2023";"Wind";"5560";"5560";"27211";"Bassum";"172. WestWind Windpark GmbH & Co. KG";"ABR969187970257";"7.12.2023"
"SEE982307886597";"WP Albringhausen II Repowering WEA 10";"In Betrieb";"19.4.2023";"27.4.2023";"Wind";"5560";"5560";"27211";"Bassum";"178. WestWind Windpark GmbH & Co. KG";"ABR939297552780";"7.12.2023"
"SEE997429467906";"Windgenerator";"In Betrieb";"21.4.2023";"27.4.2023";"Wind";"0,6";"0,6";"66399";"Mandelbachtal";"(natürliche Person)";"ABR937717732552";"8.5.2023"
"SEE938558177090";"WEA Sonnenborn II";"In Betrieb";"5.4.2023";"26.4.2023";"Wind";"2300";"2300";"33181";"Bad Wünnenberg";"Scharfwind GmbH &CO KG";"ABR972955149571";"20.6.2023"
"SEE909505867043";"Mini Windanlage";"Endgültig stillgelegt";"6.4.2023";"26.4.2023";"Wind";"1";"1";"26937";"Stadland";"(natürliche Person)";"ABR954787499079";"10.9.2023"
"SEE982356021390";"Horst WEA 1";"In Planung";"";"26.4.2023";"Wind";"7000";"7000";"25358";"Horst";"PROKON Windpark Horst GmbH & Co. KG";"ABR935724456881";"11.7.2024"
"SEE965437325631";"Horst WEA 2";"In Planung";"";"26.4.2023";"Wind";"7000";"7000";"25358";"Horst";"PROKON Windpark Horst GmbH & Co. KG";"ABR935724456881";"11.7.2024"
"SEE916624059242";"Horst WEA 3";"In Planung";"";"26.4.2023";"Wind";"7000";"7000";"25358";"Horst";"PROKON Windpark Horst GmbH & Co. KG";"ABR935724456881";"11.7.2024"
"SEE925854605839";"Horst WEA 4";"In Planung";"";"26.4.2023";"Wind";"7000";"7000";"25358";"Horst";"PROKON Windpark Horst GmbH & Co. KG";"ABR935724456881";"11.7.2024"
"SEE959761100002";"WP Steinheimer Becken A WEA 1";"In Betrieb";"20.4.2023";"25.4.2023";"Wind";"4200";"4200";"32839";"Steinheim";"EnBW Windkraftprojekte GmbH";"ABR986645205263";"18.1.2024"
"SEE953419625312";"WP Steinheimer Becken A WEA 2";"In Betrieb";"20.4.2023";"25.4.2023";"Wind";"4200";"4200";"32839";"Steinheim";"EnBW Windkraftprojekte GmbH";"ABR986645205263";"18.1.2024"
"SEE910559025211";"WP Steinheimer Becken A WEA 3";"In Betrieb";"20.4.2023";"25.4.2023";"Wind";"4200";"4200";"32839";"Steinheim";"EnBW Windkraftprojekte GmbH";"ABR986645205263";"18.1.2024"
"SEE914116484985";"WP Steinheimer Becken B WEA 4";"In Betrieb";"20.4.2023";"25.4.2023";"Wind";"4200";"4200";"32839";"Steinheim";"EnBW Windkraftprojekte GmbH";"ABR986645205263";"18.1.2024"
"SEE991906556671";"WP Steinheimer Becken B WEA 5";"In Betrieb";"20.4.2023";"25.4.2023";"Wind";"4200";"4200";"32839";"Steinheim";"EnBW Windkraftprojekte GmbH";"ABR986645205263";"18.1.2024"
"SEE941472300666";"SNC Wind - WEA 1";"In Betrieb";"21.4.2023";"25.4.2023";"Wind";"4200";"4200";"25873";"Oldersbek";"SNC Wind UG (haftungsbeschränkt) & Co. KG";"ABR901477882130";"4.3.2024"
"SEE981003091724";"WKA3 - 90408";"In Betrieb";"21.4.2023";"24.4.2023";"Wind";"4800";"4800";"24994";"Holt";"Windpark Lüngholm Betriebsgesellschaft mbH";"ABR928570617063";"10.5.2023"
"SEE909487730670";"WKA4 - 91457";"In Betrieb";"21.4.2023";"24.4.2023";"Wind";"4800";"4800";"24994";"Holt";"Windpark Lüngholm Betriebsgesellschaft mbH";"ABR928570617063";"9.9.2024"
"SEE987929874144";"WKA6 - 90409";"In Betrieb";"21.4.2023";"24.4.2023";"Wind";"4800";"4800";"24994";"Holt";"Windpark Lüngholm Betriebsgesellschaft mbH";"ABR928570617063";"25.7.2023"
"SEE915468400623";"WKA8 - 90406";"In Betrieb";"21.4.2023";"24.4.2023";"Wind";"4800";"4800";"24994";"Holt";"Windpark Lüngholm Betriebsgesellschaft mbH";"ABR928570617063";"25.7.2023"
"SEE951303684445";"WEA 2 - 244063";"In Betrieb";"20.4.2023";"24.4.2023";"Wind";"6000";"6000";"25788";"Hollingstedt";"Windenergie Norderhamme GmbH & Co. KG";"ABR962068604470";"30.5.2023"
"SEE928883459916";"WP Schadehorn, WKA 01";"In Betrieb";"20.4.2023";"24.4.2023";"Wind";"4200";"4200";"23843";"Bad Oldesloe";"Stadtwerke Bad Oldesloe";"ABR925422847463";"24.4.2023"
"SEE948309159855";"WKA7 - 90407";"In Betrieb";"21.4.2023";"24.4.2023";"Wind";"4800";"4800";"24994";"Holt";"Windpark Lüngholm Betriebsgesellschaft mbH";"ABR928570617063";"9.9.2024"
"SEE940071631065";"WEA 1";"In Planung";"";"24.4.2023";"Wind";"4200";"4200";"25709";"Kronprinzenkoog";"Repowering Sophienhof GbR";"ABR916762866719";"24.4.2023"
"SEE914320238985";"WEA 2";"In Planung";"";"24.4.2023";"Wind";"4200";"4200";"25709";"Kronprinzenkoog";"Repowering Sophienhof GbR";"ABR916762866719";"24.4.2023"
"SEE958914590332";"WEA 3";"In Planung";"";"24.4.2023";"Wind";"4200";"4200";"25709";"Kronprinzenkoog";"Repowering Sophienhof GbR";"ABR916762866719";"24.4.2023"
"SEE915462948107";"Windkraft1";"In Planung";"";"24.4.2023";"Wind";"1";"1";"63679";"Schotten";"(natürliche Person)";"ABR914954897541";"14.8.2024"
"SEE954853877701";"244071";"In Betrieb";"20.4.2023";"21.4.2023";"Wind";"3450";"3450";"24644";"Loop";"Windpark Loop GmbH & Co. KG";"ABR967585735140";"22.9.2023"
"SEE939463943152";"WP Albringhausen II Repowering WEA 2";"In Betrieb";"18.4.2023";"21.4.2023";"Wind";"5560";"5560";"27211";"Bassum";"171. WestWind Windpark GmbH & Co. KG";"ABR908749038554";"7.12.2023"
"SEE967578323439";"Skywind";"In Betrieb";"1.1.2023";"21.4.2023";"Wind";"0,8";"0,8";"86470";"Thannhausen";"(natürliche Person)";"ABR921174412201";"21.4.2023"
"SEE970432033375";"STRA04";"In Betrieb";"19.4.2023";"20.4.2023";"Wind";"4100";"4100";"19294";"Gorlosen";"Windpark Strassen GmbH & Co. KG";"ABR912787750132";"8.5.2023"
"SEE988447360249";"WEA5 S/N: 246040";"In Betrieb";"20.4.2023";"20.4.2023";"Wind";"6200";"6200";"25797";"Wöhrden";"Repowering Wöhrden Poolgesellschaft";"ABR912033708214";"18.1.2024"
"SEE996663598674";"WEA Her09";"In Betrieb";"20.4.2023";"20.4.2023";"Wind";"3600";"3600";"54413";"Gusenburg";"JWP Jade Windpark GmbH&Co. 18. Betriebs KG";"ABR955129926154";"24.7.2023"
"SEE912373454437";"Windkraftanlage MySkywind";"In Betrieb";"19.4.2023";"20.4.2023";"Wind";"1";"1";"04808";"Wurzen";"(natürliche Person)";"ABR948834148027";"19.4.2023"
"SEE993728971021";"Windenergiepark Höhlerberg GmbH WEA 1";"In Planung";"";"20.4.2023";"Wind";"5700";"5700";"35463";"Fernwald";"Windenergiepark Höhlerberg GmbH";"ABR962758916111";"20.4.2023"
"SEE968671383825";"Windenergiepark Höhlerberg GmbH WEA 2";"In Planung";"";"20.4.2023";"Wind";"5700";"5700";"35423";"Lich";"Windenergiepark Höhlerberg GmbH";"ABR962758916111";"20.4.2023"
"SEE973935053611";"244070";"In Betrieb";"18.4.2023";"19.4.2023";"Wind";"3450";"3450";"24644";"Loop";"Windpark Loop GmbH & Co. KG";"ABR967585735140";"22.9.2023"
"SEE988416310954";"WP Großrössen III WEA 1";"In Betrieb";"6.4.2023";"19.4.2023";"Wind";"4200";"4200";"04916";"Herzberg";"Windpark Großrössen III GmbH & Co. KG";"ABR932655463285";"10.7.2024"
"SEE989521197768";"WEA Hemme II";"In Betrieb";"6.4.2023";"19.4.2023";"Wind";"4200";"4200";"25774";"Hemme";"Windpark Hemme II GmbH & Co. KG";"ABR971954866809";"24.10.2024"
"SEE960898496807";"Kleinwindkraftanlage HeydeWind 3.5";"In Planung";"";"19.4.2023";"Wind";"3,5";"3,5";"08132";"Mülsen";"(natürliche Person)";"ABR975137539993";"14.11.2023"
"SEE943999890743";"WEA Her10";"In Betrieb";"13.4.2023";"18.4.2023";"Wind";"4200";"4200";"54413";"Gusenburg";"JWP Jade Windpark GmbH&Co. 18. Betriebs KG";"ABR955129926154";"27.7.2023"
